,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
160,10000000.0,,,,,,,,10000000.0,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
161,3936000.0,3936000.0,3936000.0,3936000.0,,,3936000.0,3936000.0,3936000.0,3936000.0,3936000.0,3936000.0,,3936000.0,,3936000.0,3936000.0,3936000.0,3936000.0,,,3936000.0,,,3936000.0,,3936000.0,,3936000.0,,3936000.0,,3936000.0,3936000.0,,3936000.0,3936000.0,,3936000.0
162,,,,2610000.0,2610000.0,,,,,2610000.0,,,,2610000.0,,,,,2610000.0,2610000.0,,,,,,,,,,,,,,,,,,,2610000.0
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,6000000.0,,,,,,,,,,,,,,,,,,,,6000000.0,6000000.0,,,,,,,,,6000000.0,,,,,,6000000.0
166,1704666.66,1704666.66,,,,,1704666.66,1704666.66,,,,,,,1704666.66,1704666.66,1704666.66,1704666.66,1704666.66,,,,1704666.66,1704666.66,,,,,,,,,,,,,,,1704666.66
167,,,,,,,,1600000.0,,,,,,,,,,1600000.0,,,,,,1600000.0,,,,,,,,,,,,,,,1600000.0
168,,,,,,,4000000.0,,,,,,,4000000.0,4000000.0,4000000.0,,,,,,,,4000000.0,,,,,,,,,,4000000.0,,,,,4000000.0
169,11852000.0,11852000.0,,11852000.0,11852000.0,11852000.0,11852000.0,,11852000.0,11852000.0,11852000.0,11852000.0,,11852000.0,,,11852000.0,,11852000.0,,,,,,,,,,11852000.0,11852000.0,,,,11852000.0,11852000.0,11852000.0,,11852000.0,11852000.0
170,,,8000000.0,8000000.0,8000000.0,,,,,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,,,,,,8000000.0
171,5000000.0,,,,5000000.0,,5000000.0,,,,,5000000.0,,,5000000.0,,5000000.0,,5000000.0,,,,,,,,,,,,,,,,,,,,5000000.0
172,,,410000.0,,,,,,,,,,,410000.0,,410000.0,,410000.0,,,,,,,410000.0,410000.0,410000.0,,,410000.0,,410000.0,410000.0,410000.0,,410000.0,410000.0,,410000.0
173,,,,,,,,,,,,40000000.0,,,40000000.0,,,,40000000.0,40000000.0,,,,,,,,,,,,,,,,,,,40000000.0
174,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,2000000.0,,,,,2000000.0
175,,,,,103000.0,,,,,,103000.0,,,,,,,,,,,103000.0,,,,,,,,,,,,,,,,,103000.0
176,,21333333.34,,,,21333333.34,,21333333.34,21333333.34,21333333.34,,,21333333.34,21333333.34,,21333333.34,21333333.34,,21333333.34,,,,21333333.34,,,,,,,,,21333333.34,,,,,,,21333333.34
177,,,,100000.0,,100000.0,100000.0,100000.0,,100000.0,100000.0,,100000.0,,,,,,,,,100000.0,,,,,100000.0,,,,100000.0,,,,,,,,100000.0
178,,7913333.34,,,,7913333.34,,,,,7913333.34,,,,,,,,,,,,,7913333.34,,,,,,,,,,,,,,,7913333.34
179,2840000.0,,,,2840000.0,2840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840000.0
180,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,,11973333.34,11973333.34,11973333.34,11973333.34,,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,11973333.34,,,11973333.34,,,,,,,,,,,,,11973333.34
181,1400000.0,,1400000.0,,,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,,,,,,,,,,,1400000.0,,1400000.0,,,1400000.0,,1400000.0,1400000.0,1400000.0,1400000.0,,,1400000.0,,,,1400000.0,1400000.0
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,6000000.0,6000000.0,6000000.0,,,,,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,,,,,6000000.0,6000000.0,6000000.0,,,,,,,,6000000.0,6000000.0,,,6000000.0,,,,6000000.0,,6000000.0
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11600000.0,11600000.0,,,,,11600000.0
188,1148000.0,,1148000.0,,1148000.0,1148000.0,,1148000.0,1148000.0,,1148000.0,1148000.0,1148000.0,1148000.0,1148000.0,,1148000.0,1148000.0,1148000.0,1148000.0,1148000.0,1148000.0,1148000.0,1148000.0,,,1148000.0,1148000.0,1148000.0,1148000.0,,,1148000.0,1148000.0,1148000.0,1148000.0,1148000.0,,1148000.0
189,,,,,,,,,,,,,,,,,,,,11451000.0,,,11451000.0,,,,,,,,,,,,,,,,11451000.0
190,,,,,,,,,,,10000000.0,,,,,,,,,10000000.0,,,,,10000000.0,,,,,,,,,,,,,,10000000.0
191,,,,,5000000.0,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0
192,,,,,,,,,3600000.0,,,,3600000.0,,3600000.0,3600000.0,,,,,,,,,,,,,,3600000.0,,,,,,,,,3600000.0
193,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,,500000.0,500000.0,500000.0,,500000.0,500000.0,500000.0,500000.0,500000.0
194,,,,,,,,1916000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916000.0
195,300000.0,,,,,,,,,,,,,,,300000.0,300000.0,,,,,300000.0,,300000.0,,,,,,,,,,,,,,,300000.0
196,,,,1800000.0,,1800000.0,,,,,,,,,,,,,1800000.0,,,1800000.0,,,1800000.0,1800000.0,1800000.0,,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,,,,,1800000.0
197,1900000.0,1900000.0,1900000.0,1900000.0,,,,,,,,,,1900000.0,1900000.0,1900000.0,1900000.0,,1900000.0,,1900000.0,,,,,1900000.0,,,1900000.0,,,,,1900000.0,,1900000.0,1900000.0,,1900000.0
198,,8666666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666666.66
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,400000.0,,,,400000.0,400000.0,400000.0,,,,,,,,400000.0,,,400000.0,,,,,,,,400000.0,400000.0,,,,,,,,,,,400000.0
201,4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,,4100000.0,4100000.0,4100000.0,,4100000.0,,4100000.0,,,,4100000.0,4100000.0,,4100000.0,4100000.0,,,4100000.0,,4100000.0,,,,,,4100000.0,,4100000.0,,4100000.0,,4100000.0
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,9300000.0,9300000.0,9300000.0,9300000.0,,,9300000.0,,,,9300000.0,9300000.0,,,,,,,9300000.0,,,,9300000.0,,9300000.0,,9300000.0,,,,9300000.0,,9300000.0,,9300000.0,9300000.0,9300000.0,9300000.0
204,4676000.0,,,4676000.0,,4676000.0,,4676000.0,,4676000.0,4676000.0,4676000.0,4676000.0,,,4676000.0,4676000.0,4676000.0,4676000.0,4676000.0,4676000.0,,4676000.0,,4676000.0,4676000.0,4676000.0,4676000.0,,,4676000.0,,,4676000.0,,4676000.0,,4676000.0,4676000.0
205,,6000000.0,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,3600000.0,,,3600000.0,,,,,,3600000.0,3600000.0,,,,,,,3600000.0,3600000.0,3600000.0,3600000.0,,,,,,3600000.0,,,,,3600000.0,,3600000.0,3600000.0
208,4000000.0,,4000000.0,,,,,4000000.0,,4000000.0,4000000.0,,,,,4000000.0,4000000.0,,4000000.0,,,,4000000.0,,4000000.0,,,,,4000000.0,,,4000000.0,,4000000.0,,4000000.0,,4000000.0
209,,,,,,,,,,,,600000.0,,,,,,,,600000.0,,,,,,,600000.0,,,,,,,,,,,,600000.0
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,300000.0,,300000.0,300000.0,,,300000.0,,300000.0,300000.0,,,,300000.0,,300000.0,,300000.0,,,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,,300000.0,,,300000.0,,,300000.0,300000.0,300000.0,300000.0,,300000.0
212,,,,,,,,,,,,,,,,,3500000.0,,,,,3500000.0,3500000.0,,3500000.0,,3500000.0,,,,,,,,,,,,3500000.0
213,,10000000.0,,10000000.0,10000000.0,,10000000.0,,,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,,,,10000000.0,10000000.0,,10000000.0,,,,,10000000.0,,10000000.0,,,,,,,,10000000.0,,10000000.0
214,5187333.34,5187333.34,5187333.34,5187333.34,,,5187333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187333.34
215,,,,,,,,,,,,,,446000.0,,,,,,,,,,,,,,,,,,,,,,446000.0,,,446000.0
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.0
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870000.0,,,,,,,,,2870000.0
220,5000000.0,5000000.0,,,,,,,,,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,5000000.0,,,,,5000000.0,,5000000.0,,,,,,,,,,,5000000.0
221,,,400000.0,,,400000.0,400000.0,400000.0,,,,,400000.0,,400000.0,400000.0,,,,,,,400000.0,,400000.0,,,,,,400000.0,,,,,,400000.0,,400000.0
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,3000000.0
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,8400000.0,8400000.0,8400000.0,,,,,8400000.0,8400000.0,8400000.0,,,8400000.0,,8400000.0,,8400000.0,8400000.0,,,,8400000.0,,,8400000.0,,,,8400000.0,8400000.0,8400000.0,,,8400000.0,8400000.0,,,,8400000.0
225,,,,,,,,,,16000000.0,,,,,,,,,,,,,,,,,,,,16000000.0,,16000000.0,,,,,,,16000000.0
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,360000.0,,,,,,,,,,,360000.0,,,,360000.0,360000.0
228,,,10000000.0,10000000.0,,,10000000.0,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,,,,,,,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0
229,,,4000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,4000000.0,4000000.0,,4000000.0,,,,,,,,,,,,,4000000.0,4000000.0,4000000.0,4000000.0,,,,,4000000.0,,4000000.0
230,,,30000000.0,30000000.0,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0
231,,1192000.0,,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0,1192000.0
232,,1200000.0,1200000.0,,,1200000.0,,1200000.0,,,,,,1200000.0,,1200000.0,,1200000.0,,1200000.0,,1200000.0,1200000.0,,,1200000.0,,,,1200000.0,1200000.0,1200000.0,,1200000.0,1200000.0,,,,1200000.0
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,500000.0
235,,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,,406000.0,406000.0,406000.0,,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0,406000.0
236,,,,,,151750.0,151750.0,,,,,,,,,151750.0,,,,,,,,,,,,,,,,,,,,,,,151750.0
237,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,,,5000000.0,,5000000.0,,5000000.0,,,5000000.0,,,,,,,,,,,,,,,,,,,5000000.0
238,,,14117000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14117000.0
239,,,,,,,,,,,,,,,2000000.0,,,,,,2000000.0,,2000000.0,,,,,2000000.0,,2000000.0,,,,,,,,,2000000.0
240,10000000.0,,,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,10000000.0,10000000.0,,,,,,,,,,,10000000.0
241,4000000.0,,,,,4000000.0,,,4000000.0,,4000000.0,,,,,,4000000.0,,,,,4000000.0,,4000000.0,,,,,,4000000.0,,4000000.0,,,,,,,4000000.0
242,,,,,,,,,,,,,14000000.0,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,14000000.0
243,2900000.0,,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0
244,,,,,,1630000.0,1630000.0,1630000.0,,,,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,,1630000.0,,1630000.0,,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,1630000.0,,,1630000.0,1630000.0,1630000.0,,1630000.0,1630000.0
245,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0,1477600.0
246,16072000.0,16072000.0,,16072000.0,,16072000.0,,,,16072000.0,,16072000.0,16072000.0,,16072000.0,16072000.0,16072000.0,16072000.0,16072000.0,16072000.0,16072000.0,,,16072000.0,16072000.0,,,,,,,16072000.0,,,,,,,16072000.0
247,13800000.0,13800000.0,,,13800000.0,,13800000.0,13800000.0,13800000.0,13800000.0,13800000.0,13800000.0,13800000.0,13800000.0,13800000.0,13800000.0,,13800000.0,,13800000.0,13800000.0,13800000.0,,,,13800000.0,,,13800000.0,13800000.0,,13800000.0,,13800000.0,,13800000.0,13800000.0,,13800000.0
248,,,,,,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0
251,1610000.0,1610000.0,1610000.0,1610000.0,1610000.0,1610000.0,1610000.0,,1610000.0,,1610000.0,1610000.0,1610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610000.0
252,10000000.0,,,,,,10000000.0,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
253,,,,,,,,,,,,,9000000.0,,,,,,,9000000.0,,,9000000.0,,,,,,,,,,,,9000000.0,,,,9000000.0
254,,,,,,20000000.0,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,20000000.0,,,,20000000.0
255,7510000.0,7510000.0,7510000.0,,,,7510000.0,,7510000.0,7510000.0,,,,,,,,,,7510000.0,,,,,,,,,,,,,,,,,,,7510000.0
256,,872000.0,,,,,,,,,,,872000.0,,872000.0,,,,,,,,,,,,,,,,,,,,,,,,872000.0
257,,,,,,,40000.0,,,,,40000.0,,,,,,,,,,40000.0,40000.0,40000.0,,,,40000.0,,40000.0,,,,,,,,,40000.0
258,3000000.0,,,,,3000000.0,,3000000.0,,,,,,,,3000000.0,3000000.0,3000000.0,,,,3000000.0,,,,,3000000.0,,,3000000.0,3000000.0,,,,3000000.0,,3000000.0,,3000000.0
259,500000.0,,500000.0,,500000.0,500000.0,500000.0,500000.0,,,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,,500000.0,,500000.0,500000.0,500000.0,500000.0,,,500000.0,,,500000.0,,500000.0,,500000.0,,500000.0,,500000.0,,500000.0
260,,,,,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0
261,1200000.0,,,,,,,,,1200000.0,,,,,,,,,1200000.0,,,,1200000.0,1200000.0,1200000.0,,1200000.0,1200000.0,1200000.0,,1200000.0,,,,,,,,1200000.0
262,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,,2000000.0,2000000.0,,,,,,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,2000000.0,,,,,2000000.0
263,,60000.0,60000.0,60000.0,,,,,60000.0,,60000.0,,,,,60000.0,,60000.0,,60000.0,60000.0,,,60000.0,,,,,,60000.0,60000.0,,,60000.0,60000.0,,,,60000.0
264,,,,,,,,,,,,,,,,,,,40000.0,,,,,,,,,,,,40000.0,,,,,,,,40000.0
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,6717333.34,6717333.34,6717333.34,,6717333.34,6717333.34,6717333.34,6717333.34,6717333.34,6717333.34,6717333.34,6717333.34,6717333.34,6717333.34,,6717333.34,,6717333.34,,,,,,,,,,,,,,,,,,,,,6717333.34
267,,,,,,,,,,,2322000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322000.0
268,1440000.0,1440000.0,1440000.0,1440000.0,,,1440000.0,1440000.0,1440000.0,1440000.0,,,1440000.0,1440000.0,1440000.0,1440000.0,1440000.0,,1440000.0,,,1440000.0,1440000.0,1440000.0,,1440000.0,1440000.0,1440000.0,1440000.0,,1440000.0,1440000.0,1440000.0,1440000.0,1440000.0,1440000.0,,,1440000.0
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,,,1988666.66,,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66,1988666.66
271,,,,,,5660000.0,,5660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5660000.0
272,,,,,,,,,,,,,,,,600000.0,,,,,600000.0,600000.0,,,,,,,,,,,,,,,,,600000.0
273,,,,50000.0,,,,,,,50000.0,50000.0,,,50000.0,50000.0,,,50000.0,50000.0,,,,,,50000.0,,50000.0,50000.0,50000.0,,,,,,,,,50000.0
274,,,,,20750000.0,20750000.0,,,,,,,,20750000.0,,,,,,20750000.0,20750000.0,,20750000.0,20750000.0,20750000.0,20750000.0,,20750000.0,,,,,,,,,,,20750000.0
275,,,,,,,,15200000.0,,15200000.0,,,,,,,15200000.0,15200000.0,,,,,,,,,,,,,,,,,,,,,15200000.0
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,6000000.0,,6000000.0,,,,,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,,,,,,,6000000.0,6000000.0,,,,,,,,,,,,,,6000000.0
278,18062333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18062333.34
279,,,,,,,,1130000.0,,,1130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130000.0
280,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,4700000.0,,,,,,,,,,4700000.0,4700000.0,,,4700000.0
281,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,1000000.0,,,,,,,,,,,,1000000.0
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1943333.34,1943333.34,,,,,,,,,,,,,,,1943333.34,,,1943333.34,1943333.34,,,,,1943333.34,,,1943333.34,,,,,,1943333.34,1943333.34,,1943333.34,1943333.34
284,10200000.0,10200000.0,10200000.0,,,10200000.0,,10200000.0,10200000.0,10200000.0,,10200000.0,10200000.0,10200000.0,,,10200000.0,10200000.0,10200000.0,,10200000.0,,10200000.0,10200000.0,,10200000.0,,,10200000.0,10200000.0,10200000.0,,10200000.0,10200000.0,,,,10200000.0,10200000.0
285,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0
286,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,1960000.0,1960000.0,,1960000.0,,,,,,1960000.0,,,,,,,,1960000.0,1960000.0,,,,,,,,1960000.0,,1960000.0
289,,,,,,,,22750000.0,,,,,,,,,,,,,,22750000.0,,,,,22750000.0,,,,,,,,,,,,22750000.0
290,,,,15110000.0,,15110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15110000.0
291,12221000.0,,12221000.0,12221000.0,12221000.0,12221000.0,12221000.0,12221000.0,,,,,12221000.0,12221000.0,,,,,,,,,,,,,,,,,,,,,,,,,12221000.0
292,,1900000.0,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0
293,,,,,,,,,24000000.0,,,,,,,,,,,,,,,24000000.0,,,,,,,,,,,,,,,24000000.0
294,800000.0,800000.0,800000.0,,,800000.0,,,,,,,800000.0,,,,,800000.0,,,,,,,,,,,,800000.0,,,,,,,,,800000.0
295,,4052000.0,,,,4052000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052000.0
296,,,,200000.0,200000.0,,200000.0,,200000.0,,,200000.0,200000.0,,,,200000.0,200000.0,,,200000.0,200000.0,200000.0,,,,,200000.0,,,200000.0,,200000.0,,200000.0,,,200000.0,200000.0
297,,10000000.0,,,,,,10000000.0,10000000.0,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,10000000.0,,10000000.0,,10000000.0,,,,,,10000000.0
298,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,4000000.0,4000000.0,,,,,,,,,,4000000.0
299,,,,,,140000.0,,,,,,,,,,,,140000.0,,,,140000.0,,,,,,,,,,,,,,,,,140000.0
300,,,,,,262666.66,262666.66,,,,262666.66,262666.66,262666.66,,,,262666.66,262666.66,,,262666.66,,,,,,,,,,,,,262666.66,262666.66,,,,262666.66
301,,,,,,,,,,,,,,,,5000000.0,5000000.0,,5000000.0,,,,,,,,,,,,,,,,,,,,5000000.0
302,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,,,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,2000000.0,,,,,2000000.0,,,2000000.0,,,,,2000000.0,,2000000.0
303,,10000000.0,,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,10000000.0,,,10000000.0,10000000.0,10000000.0,,10000000.0,,10000000.0,10000000.0,,10000000.0,,,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,,,,10000000.0,10000000.0,,10000000.0,,10000000.0
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,5200000.0,5200000.0,,,5200000.0,,,,5200000.0,5200000.0,5200000.0,,5200000.0,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,5200000.0
306,,,108000.0,,,,,,,,108000.0,108000.0,108000.0,,,108000.0,,108000.0,,108000.0,108000.0,,,,,,,108000.0,,,,,,,108000.0,108000.0,,,108000.0
307,,2000000.0,,,,,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,2000000.0,,2000000.0,,,2000000.0,2000000.0,2000000.0,,,,,,2000000.0
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,3520000.0,,,,3520000.0,3520000.0,,,,3520000.0,,,3520000.0,,,,3520000.0,3520000.0,3520000.0,,3520000.0,,3520000.0,,,,,,,,,,,3520000.0,,3520000.0,,3520000.0
310,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,200000.0,200000.0,200000.0,,,,,200000.0,,,200000.0,,200000.0,,200000.0,,,200000.0,,,,,,,200000.0,,,,,200000.0,,,,,,,200000.0
313,,,,,,,,,,,,,,20000000.0,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0
314,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34,1809333.34
315,,,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,8000000.0,,8000000.0,,,,,,,,,,,8000000.0,,,,8000000.0
319,10440000.0,,,10440000.0,10440000.0,10440000.0,10440000.0,10440000.0,10440000.0,,10440000.0,,10440000.0,10440000.0,10440000.0,10440000.0,,,10440000.0,,,10440000.0,,10440000.0,,10440000.0,,10440000.0,,10440000.0,10440000.0,,10440000.0,10440000.0,,10440000.0,10440000.0,10440000.0,10440000.0
320,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
321,,3400000.0,,,,,,,,,3400000.0,,,3400000.0,,3400000.0,,3400000.0,,,,,3400000.0,,,,3400000.0,3400000.0,,3400000.0,3400000.0,,,,3400000.0,,,,3400000.0
322,400000.0,,400000.0,,,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,,400000.0,,,400000.0,,,400000.0,400000.0,400000.0,400000.0,,400000.0,,400000.0,,,,400000.0,,400000.0,,400000.0,,,,,400000.0
